,symbol,priceChange,priceChangePercent,weightedAvgPrice,prevClosePrice,lastPrice,lastQty,bidPrice,bidQty,askPrice,askQty,openPrice,highPrice,lowPrice,volume,quoteVolume,openTime,closeTime,firstId,lastId,count
554,ERDPAX,0.00000000,0.000,0.00000000,0.00125270,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1670820743637,1670907143637,-1,-1,0
555,ERDUSDC,0.00000000,0.000,0.00000000,0.00135730,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1670820743637,1670907143637,-1,-1,0
556,DOGEBNB,0.00000000,0.000,0.00000000,0.00015270,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1670820743637,1670907143637,-1,-1,0
557,DOGEBTC,0.00000027,7.219,0.00000386,0.00000374,0.00000401,55554.00000000,0.00000400,1032860.00000000,0.00000401,121441.00000000,0.00000374,0.00000409,0.00000371,72376383.00000000,279.53957082,1674323698975,1674410098975,60261945,60279325,17381
558,DOGEUSDT,0.00518000,5.972,0.08837558,0.08673000,0.09192000,661.00000000,0.09191000,311893.00000000,0.09192000,73637.00000000,0.08674000,0.09343000,0.08370000,1409378996.00000000,124554692.42206000,1674323699090,1674410099090,484215734,484458449,242716
559,DOGEPAX,0.00000000,0.000,0.00000000,0.00216820,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1670820743637,1670907143637,-1,-1,0
560,DOGEUSDC,0.00000000,0.000,0.00000000,0.00212770,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1670820743637,1670907143637,-1,-1,0
561,DUSKBNB,0.00000000,0.000,0.00000000,0.00118000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1670820743637,1670907143637,-1,-1,0
562,DUSKBTC,0.00000024,5.263,0.00000471,0.00000458,0.00000480,1373.00000000,0.00000478,1222.00000000,0.00000480,13940.00000000,0.00000456,0.00000489,0.00000454,672967.00000000,3.16751543,1674323696071,1674410096071,8430492,8431601,1110
563,DUSKUSDT,0.00420000,3.981,0.10804670,0.10540000,0.10970000,10275.00000000,0.10960000,20588.00000000,0.10970000,12247.00000000,0.10550000,0.11190000,0.10340000,25909125.00000000,2799395.58410000,1674323698771,1674410098771,29685788,29706075,20288
564,DUSKUSDC,0.00000000,0.000,0.00000000,0.01790000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1670820743637,1670907143637,-1,-1,0
565,DUSKPAX,0.00000000,0.000,0.00000000,0.01890000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1670820743637,1670907143637,-1,-1,0
566,BGBPUSDC,0.00000000,0.000,0.00000000,1.39000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1670820743637,1670907143637,-1,-1,0
567,ANKRBNB,0.00000110,1.361,0.00008188,0.00008090,0.00008190,96411.00000000,0.00008180,96530.00000000,0.00008220,134670.00000000,0.00008080,0.00008380,0.00007980,528472.00000000,43.27296780,1674323685179,1674410085179,1684885,1685036,152
568,ANKRBTC,0.00000004,3.774,0.00000109,0.00000106,0.00000110,107477.00000000,0.00000110,372559.00000000,0.00000111,899184.00000000,0.00000106,0.00000112,0.00000105,16381923.00000000,17.77618795,1674323696408,1674410096408,9465527,9467188,1662
569,ANKRUSDT,0.00079000,3.230,0.02477050,0.02446000,0.02525000,951.20000000,0.02525000,56653.20000000,0.02526000,5385.10000000,0.02446000,0.02559000,0.02385000,224233919.30000000,5554386.60659200,1674323698773,1674410098773,51406690,51435781,29092
570,ANKRTUSD,0.00000000,0.000,0.00000000,0.00212800,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1670820743637,1670907143637,-1,-1,0
571,ANKRPAX,0.00000000,0.000,0.00000000,0.00209300,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1670820743637,1670907143637,-1,-1,0
572,ANKRUSDC,0.00000000,0.000,0.00000000,0.00209700,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1670820743637,1670907143637,-1,-1,0
573,ONTPAX,0.00000000,0.000,0.00000000,0.84510000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1670820743637,1670907143637,-1,-1,0
574,ONTUSDC,0.00000000,0.000,0.00000000,0.57080000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1670820743637,1670907143637,-1,-1,0
575,WINBNB,0.00000000,0.000,0.00000030,0.00000029,0.00000030,7281279.00000000,0.00000029,244375468.00000000,0.00000030,39929362.00000000,0.00000030,0.00000030,0.00000029,116021063.00000000,34.55045053,1674323687597,1674410087597,8816121,8816209,89
576,WINBTC,0.00000000,0.000,0.00000000,0.00000001,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1670820743637,1670907143637,-1,-1,0
577,WINUSDT,0.00000160,1.784,0.00008996,0.00008970,0.00009130,614486.00000000,0.00009120,9314304.00000000,0.00009140,945023.00000000,0.00008970,0.00009150,0.00008780,11357969767.00000000,1021785.79035590,1674323696652,1674410096652,95835669,95842053,6385
578,WINUSDC,0.00000000,0.000,0.00000000,0.00009730,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1670820743637,1670907143637,-1,-1,0
579,COSBNB,-0.00000009,-0.486,0.00001850,0.00001852,0.00001841,9250.00000000,0.00001840,12456.00000000,0.00001844,9250.00000000,0.00001850,0.00001872,0.00001832,8712558.00000000,161.21150938,1674323660144,1674410060144,2979385,2980297,913
580,COSBTC,0.00000000,0.000,0.00000025,0.00000024,0.00000024,89149.00000000,0.00000024,17679567.00000000,0.00000025,8936481.00000000,0.00000024,0.00000025,0.00000024,3293297.00000000,0.80949299,1674323693450,1674410093450,5816477,5816640,164
581,COSUSDT,0.00008000,1.426,0.00559537,0.00562000,0.00569000,6151.20000000,0.00568000,2090316.20000000,0.00569000,939579.00000000,0.00561000,0.00570000,0.00553000,115256435.60000000,644902.90514900,1674323697832,1674410097832,34166994,34171888,4895
582,TUSDBTUSD,0.00000000,0.000,0.00000000,0.99750000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1670820743637,1670907143637,-1,-1,0
583,NPXSUSDT,0.00000000,0.000,0.00000000,0.00703010,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1670820743637,1670907143637,-1,-1,0
584,NPXSUSDC,0.00000000,0.000,0.00000000,0.00017020,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1670820743637,1670907143637,-1,-1,0
585,COCOSBNB,-0.00002100,-1.017,0.00207238,0.00207400,0.00204400,82.00000000,0.00204000,56.00000000,0.00205000,124.00000000,0.00206500,0.00213100,0.00204400,29863.00000000,61.88741800,1674323686734,1674410086734,2427421,2427633,213
586,COCOSBTC,0.00000000,0.000,0.00000000,0.00000003,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1670820743637,1670907143637,-1,-1,0
587,COCOSUSDT,0.00110000,0.175,0.62652352,0.63010000,0.63020000,48.00000000,0.63060000,628.00000000,0.63160000,124.00000000,0.62910000,0.64050000,0.61500000,1607907.00000000,1007391.54850000,1674323694640,1674410094640,38825854,38834217,8364
588,MTLUSDT,0.00600000,0.645,0.92438049,0.93000000,0.93600000,1495.10000000,0.93500000,3560.30000000,0.93600000,3208.20000000,0.93000000,0.94000000,0.90800000,1061325.10000000,981068.22040000,1674323697826,1674410097826,28586127,28592486,6360
589,TOMOBNB,0.00000000,0.000,0.00000000,0.03255000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1670820743637,1670907143637,-1,-1,0
590,TOMOBTC,0.00000095,6.449,0.00001518,0.00001463,0.00001568,31.00000000,0.00001555,491.80000000,0.00001575,234.20000000,0.00001473,0.00001575,0.00001472,42896.70000000,0.65116622,1674323698985,1674410098985,12171682,12172224,543
591,TOMOUSDT,0.01760000,5.175,0.34931129,0.34070000,0.35770000,139.90000000,0.35770000,159.20000000,0.35780000,1500.90000000,0.34010000,0.36060000,0.33390000,2028157.50000000,708458.30974000,1674323692810,1674410092810,25779927,25789541,9615
592,TOMOUSDC,0.00000000,0.000,0.00000000,0.36700000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1670820743637,1670907143637,-1,-1,0
593,PERLBNB,0.00000000,0.000,0.00000000,0.00007180,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1670820743637,1670907143637,-1,-1,0
594,PERLBTC,0.00000000,0.000,0.00000000,0.00000113,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1670820743637,1670907143637,-1,-1,0
595,PERLUSDC,0.00000000,0.000,0.00000000,0.02447000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1670820743637,1670907143637,-1,-1,0
596,PERLUSDT,0.00009000,0.532,0.01676393,0.01692000,0.01702000,8285.40000000,0.01702000,855.00000000,0.01703000,18327.70000000,0.01693000,0.01711000,0.01648000,16802013.40000000,281667.71885300,1674323694757,1674410094757,18555636,18558344,2709
597,DENTUSDT,0.00003600,4.105,0.00088868,0.00087600,0.00091300,261040.00000000,0.00091200,2962653.00000000,0.00091400,2665849.00000000,0.00087700,0.00091700,0.00085100,2390419020.00000000,2124327.67247300,1674323696427,1674410096427,69512161,69523317,11157
598,MFTUSDT,-0.00004700,-0.887,0.00525605,0.00530100,0.00525400,3460.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00530100,0.00540700,0.00509100,137943898.00000000,725040.10869200,1672628409593,1672714809593,17138032,17141882,3851
599,KEYUSDT,-0.00001100,-0.300,0.00362645,0.00366600,0.00365400,22196.00000000,0.00364700,211071.00000000,0.00365400,54242.00000000,0.00366500,0.00369000,0.00357500,95352219.00000000,345790.07426300,1674323692142,1674410092142,31474228,31477425,3198
600,STORMUSDT,0.00000000,0.000,0.00000000,0.00339700,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1670820743637,1670907143637,-1,-1,0
601,DOCKUSDT,0.00031000,1.709,0.01817213,0.01813000,0.01845000,1187.00000000,0.01844000,63706.00000000,0.01850000,34176.00000000,0.01814000,0.01853000,0.01798000,5728701.00000000,104102.69234000,1674323692068,1674410092068,16438810,16440265,1456
602,WANUSDT,0.01390000,7.394,0.20122669,0.18830000,0.20190000,496.00000000,0.20150000,692.00000000,0.20200000,721.00000000,0.18800000,0.21410000,0.18740000,9565461.00000000,1924826.05850000,1674323624711,1674410024711,13333309,13347370,14062
603,FUNUSDT,-0.00036000,-4.657,0.00744098,0.00773000,0.00737000,6096.00000000,0.00736000,28015.00000000,0.00737000,21378.00000000,0.00773000,0.00780000,0.00720000,270630698.00000000,2013756.31067000,1674323697584,1674410097584,21152342,21167010,14669
604,CVCUSDT,0.00000000,0.000,0.00000000,0.09780000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1670820743637,1670907143637,-1,-1,0
605,BTTTRX,0.00000000,0.000,0.00000000,0.03945000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1670820743637,1670907143637,-1,-1,0
606,WINTRX,0.00002000,1.387,0.00145185,0.00145000,0.00146200,2654028.30000000,0.00145200,77629.50000000,0.00146200,20054757.00000000,0.00144200,0.00148500,0.00143900,400290189.20000000,581161.77535030,1674323698955,1674410098955,8556577,8556763,187
607,CHZBNB,0.00000440,0.982,0.00045080,0.00044770,0.00045240,1286.00000000,0.00045230,547.00000000,0.00045290,5338.00000000,0.00044800,0.00046250,0.00044340,1770162.00000000,797.98468000,1674323698455,1674410098455,6585166,6589132,3967
608,CHZBTC,0.00000023,3.925,0.00000598,0.00000587,0.00000609,13558.00000000,0.00000609,24541.00000000,0.00000610,47402.00000000,0.00000586,0.00000616,0.00000586,6501598.00000000,38.88161474,1674323699058,1674410099058,28184193,28190292,6100
609,CHZUSDT,0.00360000,2.647,0.13676033,0.13600000,0.13960000,9553.00000000,0.13960000,31375.00000000,0.13970000,112144.00000000,0.13600000,0.14080000,0.13250000,115970952.00000000,15860225.80810000,1674323694607,1674410094607,158436272,158481397,45126
610,BANDBNB,0.00000000,0.000,0.00000000,0.02248000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1670820743637,1670907143637,-1,-1,0
611,BANDBTC,0.00000610,7.430,0.00008698,0.00008180,0.00008820,19.10000000,0.00008810,494.90000000,0.00008830,419.80000000,0.00008210,0.00009120,0.00008170,98251.20000000,8.54593318,1674323696520,1674410096520,15019530,15023958,4429
612,BANDUSDT,0.12100000,6.368,1.98621221,1.90000000,2.02100000,458.90000000,2.02100000,84.20000000,2.02200000,1261.10000000,1.90000000,2.10000000,1.87500000,3330886.50000000,6615847.42800000,1674323698502,1674410098502,44337737,44373081,35345
613,BNBBUSD,4.90000000,1.613,303.09128760,303.70000000,308.60000000,12.03700000,308.50000000,97.63300000,308.60000000,94.53700000,303.70000000,309.00000000,298.60000000,231808.84200000,70259240.39820000,1674323697910,1674410097910,193318279,193440109,121831
614,BTCBUSD,-273.03000000,-1.177,22906.02745954,23200.85000000,22929.92000000,0.00200000,22929.27000000,0.04749000,22930.11000000,0.00100000,23202.95000000,23312.53000000,22599.62000000,148473.11755000,3400929307.60351170,1674323699026,1674410099026,798410700,801342697,2931998
615,BUSDUSDT,-0.00020000,-0.020,0.99984165,0.99980000,0.99970000,466.00000000,0.99970000,45143987.00000000,0.99980000,35201565.00000000,0.99990000,1.00000000,0.99970000,614270284.00000000,614173015.87390000,1674323699100,1674410099100,385688406,386186283,497878
616,BEAMBNB,0.00000000,0.000,0.00000000,0.02177000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1670820743637,1670907143637,-1,-1,0
617,BEAMBTC,0.00000000,0.000,0.00000000,0.00000716,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1670820743637,1670907143637,-1,-1,0
618,BEAMUSDT,-0.00330000,-3.943,0.08055607,0.08370000,0.08040000,626.00000000,0.08040000,5292.00000000,0.08050000,33806.00000000,0.08370000,0.08490000,0.07700000,20694802.00000000,1667091.82360000,1674323682591,1674410082591,17758558,17771570,13013
619,XTZBNB,-0.00001400,-0.378,0.00367753,0.00369500,0.00369000,386.00000000,0.00367400,439.90000000,0.00368900,439.10000000,0.00370400,0.00373900,0.00362100,15008.00000000,55.19236810,1674323698218,1674410098218,1834295,1834440,146
620,XTZBTC,0.00000110,2.269,0.00004860,0.00004840,0.00004957,117.20000000,0.00004955,527.00000000,0.00004960,439.50000000,0.00004847,0.00004963,0.00004760,433478.60000000,21.06582470,1674323692010,1674410092010,25944809,25948518,3710
621,XTZUSDT,0.01200000,1.067,1.11477290,1.12400000,1.13700000,1333.20000000,1.13600000,7525.60000000,1.13700000,769.50000000,1.12500000,1.13800000,1.08100000,3590499.50000000,4002591.53000000,1674323695995,1674410095995,88420723,88440515,19793
622,RENUSDT,0.00333600,4.226,0.07968868,0.07885500,0.08227900,143.00000000,0.08210600,2536.00000000,0.08223400,3170.00000000,0.07894300,0.08286400,0.07677500,13221870.00000000,1053633.36267000,1674323699032,1674410099032,34400477,34407973,7497
623,RVNUSDT,-0.00026000,-0.894,0.02866350,0.02908000,0.02882000,20026.00000000,0.02882000,30000.00000000,0.02885000,37025.80000000,0.02908000,0.02949000,0.02789000,157958014.80000000,4527628.85590100,1674323697217,1674410097217,52681327,52706228,24902
624,HCUSDT,0.00000000,0.000,0.00000000,0.84230000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1670820743637,1670907143637,-1,-1,0
625,HBARBNB,-0.00000670,-2.829,0.00023906,0.00023610,0.00023010,272.00000000,0.00022910,2285.00000000,0.00023020,272.00000000,0.00023680,0.00024600,0.00022910,3884124.00000000,928.53913480,1674323690786,1674410090786,1586058,1587562,1505
626,HBARBTC,-0.00000001,-0.323,0.00000313,0.00000309,0.00000309,4996.00000000,0.00000309,9807.00000000,0.00000310,190959.00000000,0.00000310,0.00000325,0.00000304,12999939.00000000,40.63471652,1674323693126,1674410093126,17852014,17859648,7635
627,HBARUSDT,-0.00110000,-1.528,0.07173824,0.07200000,0.07090000,76637.00000000,0.07080000,301401.00000000,0.07090000,31973.00000000,0.07200000,0.07460000,0.06890000,172932044.00000000,12405840.08740000,1674323695316,1674410095316,60278457,60320056,41600
628,NKNBNB,0.00000000,0.000,0.00000000,0.00074700,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1670820743637,1670907143637,-1,-1,0
629,NKNBTC,0.00000018,4.119,0.00000450,0.00000436,0.00000455,2008.00000000,0.00000455,196.00000000,0.00000456,5675.00000000,0.00000437,0.00000466,0.00000435,850165.00000000,3.82676645,1674323691778,1674410091778,9781540,9783150,1611
630,NKNUSDT,0.00300000,2.959,0.10346814,0.10130000,0.10440000,123.00000000,0.10430000,7250.00000000,0.10450000,31382.00000000,0.10140000,0.10700000,0.09920000,18626824.00000000,1927282.82790000,1674323696456,1674410096456,29109623,29120707,11085
631,XRPBUSD,-0.00080000,-0.195,0.40662031,0.41020000,0.40940000,8168.00000000,0.40930000,7212.00000000,0.40940000,23922.00000000,0.41020000,0.41460000,0.39950000,75215731.00000000,30584244.19660000,1674323697554,1674410097554,79964212,80027268,63057
632,ETHBUSD,4.29000000,0.259,1635.61989474,1653.71000000,1658.00000000,0.10000000,1658.00000000,6.55780000,1658.01000000,26.50030000,1653.71000000,1669.00000000,1605.00000000,242452.71040000,396560476.66373200,1674323697796,1674410097796,447614571,447905316,290746
633,BCHABCBUSD,0.00000000,0.000,0.00000000,220.16000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1670820743637,1670907143637,-1,-1,0
634,LTCBUSD,-0.50000000,-0.557,88.94008119,89.79000000,89.28000000,5.70900000,89.28000000,83.12300000,89.29000000,20.33600000,89.78000000,90.75000000,87.08000000,179868.39700000,15997509.83192000,1674323695680,1674410095680,34206306,34257377,51072
635,LINKBUSD,0.27400000,3.949,7.00126576,6.93900000,7.21300000,10.77000000,7.21100000,13.80000000,7.21200000,466.18000000,6.93900000,7.27300000,6.77900000,1844924.32000000,12916805.46933000,1674323698911,1674410098911,32465063,32520916,55854
636,ETCBUSD,0.77000000,3.462,22.57750752,22.25000000,23.01000000,78.94000000,23.00000000,250.46000000,23.01000000,44.89000000,22.24000000,23.64000000,21.62000000,392210.78000000,8855141.83340000,1674323698174,1674410098174,20343270,20369469,26200
637,STXBNB,0.00001100,1.210,0.00090986,0.00090900,0.00092000,2798.70000000,0.00090700,3078.40000000,0.00091800,2650.80000000,0.00090900,0.00092400,0.00089700,20170.90000000,18.35269440,1674323690705,1674410090705,1138004,1138046,43
638,STXBTC,0.00000042,3.535,0.00001207,0.00001189,0.00001230,8539.40000000,0.00001223,1289.30000000,0.00001226,713.00000000,0.00001188,0.00001235,0.00001184,752749.60000000,9.08500322,1674323691799,1674410091799,8214828,8216062,1235
639,STXUSDT,0.00400000,1.449,0.27579739,0.27500000,0.28000000,109.30000000,0.28000000,16188.00000000,0.28100000,3717.20000000,0.27600000,0.28400000,0.27000000,3094994.60000000,853591.44510000,1674323698847,1674410098847,20611926,20617208,5283
640,KAVABNB,-0.00015000,-4.190,0.00348180,0.00357000,0.00343000,2.20000000,0.00340000,206.20000000,0.00341000,293.40000000,0.00358000,0.00360000,0.00339000,42100.30000000,146.58487000,1674323682636,1674410082636,1467764,1468178,415
641,KAVABTC,-0.00000080,-1.717,0.00004609,0.00004660,0.00004580,206.20000000,0.00004570,1630.60000000,0.00004590,1264.90000000,0.00004660,0.00004710,0.00004520,212991.70000000,9.81589496,1674323697658,1674410097658,12256024,12258992,2969
642,KAVAUSDT,-0.03400000,-3.137,1.05788709,1.08500000,1.05000000,82.90000000,1.05000000,1430.90000000,1.05100000,4026.50000000,1.08400000,1.09600000,1.03000000,7822642.70000000,8275472.71870000,1674323694037,1674410094037,61349498,61378451,28954
643,BUSDNGN,0.00000000,0.000,0.00000000,462.64000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1670820743637,1670907143637,-1,-1,0
644,BNBNGN,0.00000000,0.000,0.00000000,43608.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1670820743637,1670907143637,-1,-1,0
645,BTCNGN,0.00000000,0.000,0.00000000,25941597.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1670820743637,1670907143637,-1,-1,0
646,ARPABNB,0.00000450,4.043,0.00011500,0.00011130,0.00011580,5173.00000000,0.00011480,705.00000000,0.00011520,2813.00000000,0.00011130,0.00012000,0.00011130,919040.00000000,105.69180610,1674323693437,1674410093437,2727984,2728399,416
647,ARPABTC,0.00000009,6.207,0.00000152,0.00000145,0.00000154,1866.00000000,0.00000154,295942.00000000,0.00000155,13224.00000000,0.00000145,0.00000158,0.00000144,4141547.00000000,6.27551573,1674323697504,1674410097504,7602137,7605131,2995
648,ARPAUSDT,0.00179000,5.310,0.03498577,0.03367000,0.03550000,60782.10000000,0.03549000,5728.30000000,0.03552000,15731.60000000,0.03371000,0.03620000,0.03343000,83291836.40000000,2914028.69672100,1674323696189,1674410096189,34799480,34820352,20873
649,TRXBUSD,0.00025000,0.401,0.06192900,0.06225000,0.06257000,414.50000000,0.06256000,38587.10000000,0.06257000,16238.20000000,0.06232000,0.06272000,0.06067000,61557243.50000000,3812178.46952300,1674323694685,1674410094685,23752195,23767366,15172
650,EOSBUSD,0.05900000,5.630,1.08226420,1.04700000,1.10700000,683.20000000,1.10500000,5969.40000000,1.10700000,3948.70000000,1.04800000,1.13100000,1.02300000,2800925.00000000,3031340.85990000,1674323699085,1674410099085,20924872,20935945,11074
651,IOTXUSDT,0.00071000,2.471,0.02870496,0.02870000,0.02944000,13068.00000000,0.02943000,9144.00000000,0.02944000,13637.00000000,0.02873000,0.02946000,0.02804000,63205364.00000000,1814307.14744000,1674323696877,1674410096877,58176327,58192848,16522
652,RLCUSDT,0.04200000,2.443,1.75027706,1.71700000,1.76100000,18.90000000,1.75900000,2311.00000000,1.76100000,325.80000000,1.71900000,1.80800000,1.68100000,3841863.80000000,6724326.06270000,1674323694830,1674410094830,33668047,33693217,25171
653,MCOUSDT,0.00000000,0.000,0.00000000,2.74400000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1670820743637,1670907143637,-1,-1,0
654,XLMBUSD,0.00180000,1.972,0.09186495,0.09130000,0.09310000,21483.00000000,0.09300000,59013.00000000,0.09310000,18887.00000000,0.09130000,0.09340000,0.09020000,19658164.00000000,1805896.29030000,1674323695860,1674410095860,13619739,13631379,11641
655,ADABUSD,0.00570000,1.514,0.37650333,0.37650000,0.38220000,1323.60000000,0.38210000,12549.00000000,0.38220000,4988.80000000,0.37650000,0.38670000,0.36300000,77293095.80000000,29101108.32862000,1674323698514,1674410098514,96298368,96399607,101240
656,CTXCBNB,0.00000000,0.000,0.00000000,0.00412200,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1670820743637,1670907143637,-1,-1,0
657,CTXCBTC,-0.00000030,-2.775,0.00001062,0.00001084,0.00001051,120.00000000,0.00001050,10.00000000,0.00001052,4139.00000000,0.00001081,0.00001086,0.00001042,2059341.00000000,21.87972202,1674323682662,1674410082662,6667156,6669936,2781
658,CTXCUSDT,-0.01020000,-4.061,0.24284593,0.25120000,0.24100000,167.00000000,0.24070000,1167.00000000,0.24110000,1126.00000000,0.25120000,0.25150000,0.22660000,15501878.00000000,3764568.00290000,1674323692867,1674410092867,26432781,26450535,17755
659,BCHBNB,-0.00400000,-0.928,0.42981419,0.43100000,0.42700000,5.67900000,0.42600000,9.19500000,0.42800000,6.12400000,0.43100000,0.43600000,0.42600000,359.66800000,154.59041000,1674323687536,1674410087536,2524731,2525206,476
660,BCHBTC,0.00010000,1.770,0.00568328,0.00565000,0.00575000,1.89400000,0.00575000,39.56000000,0.00576000,57.59700000,0.00565000,0.00576000,0.00560000,3739.89600000,21.25488801,1674323692050,1674410092050,29372454,29375896,3443
661,BCHUSDT,0.90000000,0.687,130.05605429,131.00000000,131.90000000,14.79400000,131.90000000,4.98800000,132.00000000,237.42100000,131.00000000,132.90000000,127.60000000,55743.80000000,7249818.67920000,1674323696048,1674410096048,136525210,136552211,27002
662,BCHUSDC,0.00000000,0.000,0.00000000,114.80000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1670820743637,1670907143637,-1,-1,0
663,BCHTUSD,0.00000000,0.000,0.00000000,630.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1670820743637,1670907143637,-1,-1,0
664,BCHPAX,0.00000000,0.000,0.00000000,617.72000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1670820743637,1670907143637,-1,-1,0
665,BCHBUSD,0.90000000,0.687,130.23676897,130.70000000,131.90000000,1.53600000,131.90000000,7.53000000,132.00000000,34.48700000,131.00000000,132.90000000,127.50000000,12371.81800000,1611265.60260000,1674323695495,1674410095495,15157812,15164921,7110
